grid,area,logArea,logWV,perWV,WVclass,richness_2,richness_3,richness_4,count_2,count_3,count_4,MaxTrophicPosition,MeanTrophicLevel,biomass_2,biomass_3,biomass_4,TotalRichness,TotalAbundance,trophicRichness,shannonRichnessTroph,shannonAbundanceTroph,PropRich_2,PropRich_3,PropRich_4,PropAbund_2,PropAbund_3,PropAbund_4,Herbivore_present,Omnivore_present,Carnivore_present
85,1.333,3.840966704487421,2.485426827170242,34.5086271567892,Medium,0,4,4,0,5,6,4,3.5454545454545454,0,762.64,4443.38,8,11,2,0.6931471805599453,0.6890092384766586,0,0.5,0.5,0,0.45454545454545453,0.5454545454545454,0,1,1
88,11.089,6.8059372931571,4.049630767724601,14.031923527820364,Low,0,4,3,0,7,5,3.8,3.4166666666666665,0,2313,2561.98,7,12,2,0.6829081047004717,0.6791932659915256,0,0.5714285714285714,0.42857142857142855,0,0.5833333333333334,0.4166666666666667,0,1,1
132,4.1000000000000005,5.392317422778761,2.9068905956085187,15.853658536585364,Low,0,1,3,0,30,5,4,3.142857142857143,0,5430,1456.77,4,35,2,0.5623351446188083,0.410116318288409,0,0.25,0.75,0,0.8571428571428571,0.14285714285714285,0,1,1
89,11.752,6.888986721186558,5.130519083027338,28.956773315180396,Low,1,8,4,3,19,11,4,3.242424242424242,465,11988.82,6457.06,13,33,3,0.8587409130062869,0.9020522441650023,0.07692307692307693,0.6153846153846154,0.3076923076923077,0.09090909090909091,0.5757575757575758,0.3333333333333333,1,1,1
71,5.151,5.714520290553514,3.8509993947164736,26.072607260726073,Low,0,4,6,0,7,8,4,3.533333333333333,0,1712.63,1251.97,10,15,2,0.6730116670092565,0.6909233093138181,0,0.4,0.6,0,0.4666666666666667,0.5333333333333333,0,1,1
91,7.617,6.269968200633338,3.982765462583646,19.443350400420115,Low,3,10,5,124,73,34,4,2.6103896103896105,314438.88,22096.09,23001.18,18,231,3,0.9809896824453153,0.9800163634403796,0.16666666666666666,0.5555555555555556,0.2777777777777778,0.5367965367965368,0.31601731601731603,0.1471861471861472,1,1,1
6,4.6,5.554588851677638,5.542258049766918,99.13043478260867,High,2,3,3,20,11,4,4,2.5428571428571427,9907.68,2632.89,2409.14,8,35,3,1.0821955300387673,0.931443178165372,0.25,0.375,0.375,0.5714285714285714,0.3142857142857143,0.11428571428571428,1,1,1
12,6.289,5.997518234519788,5.645586385913607,78.00922245190014,High,3,7,5,14,23,7,4,2.840909090909091,9332.44,5707.89,5099.21,15,44,3,1.0437570363314084,0.9959046197280053,0.2,0.4666666666666667,0.3333333333333333,0.3181818181818182,0.5227272727272727,0.1590909090909091,1,1,1
49,41.2,8.689997971419444,6.777419715515831,26.38349514563107,Low,1,5,5,4,9,11,4,3.2916666666666665,3095.52,3467.4,4302.55,11,24,3,0.9347698978582794,1.024010220294295,0.09090909090909091,0.45454545454545453,0.45454545454545453,0.16666666666666666,0.375,0.4583333333333333,1,1,1
245,1.129,3.619413010597937,2.825785627464791,53.94154118689105,Medium,3,8,5,71,44,77,4,3.03125,119451.72,21803.09,51660.68,16,192,3,1.0239287996389363,1.0719347853347059,0.1875,0.5,0.3125,0.3697916666666667,0.22916666666666666,0.4010416666666667,1,1,1
271,2.848,4.881664619320345,3.127633279725874,27.176966292134836,Low,0,7,4,0,19,9,4,3.3214285714285716,0,5671.33,8523.1,11,28,2,0.6554817739013927,0.627941588739906,0,0.6363636363636364,0.36363636363636365,0,0.6785714285714286,0.32142857142857145,0,1,1
293,1.08,3.560714954474479,1.84799690655495,24.074074074074073,Low,1,11,4,2,101,18,3.9,3.1322314049586777,5220,56358.3,39356.10999999999,16,121,3,0.7774621319109288,0.5020702298594018,0.0625,0.6875,0.25,0.01652892561983471,0.8347107438016529,0.1487603305785124,1,1,1
294,0.44,2.4329594072761065,1.632268215499513,47.72727272727273,Medium,0,11,6,0,61,14,4,3.1866666666666665,0,9006.01,7868.66,17,75,2,0.649248354870898,0.48135333581383566,0,0.6470588235294118,0.35294117647058826,0,0.8133333333333334,0.18666666666666668,0,1,1
225,2.576,4.7420062108667365,2.7570232465074596,22.360248447204967,Low,0,5,0,0,22,0,3.2,3,0,11518.03,0,5,22,1,0,0,0,1,0,0,1,0,0,1,0
252,8.43,6.414473836430928,5.3750394313469245,48.04270462633452,Medium,7,14,8,46,124,70,4,3.1,37523.35,65544.7,128975.41,29,240,3,1.0499266578678705,1.0171927345212493,0.2413793103448276,0.4827586206896552,0.27586206896551724,0.19166666666666668,0.5166666666666667,0.2916666666666667,1,1,1
300,9.825,6.632995197142958,4.725741156503952,25.91348600508906,Low,2,2,2,35,122,24,4,2.9392265193370166,69316.56,82958.76,9987.12,6,181,3,1.0986122886681096,0.8515299509457293,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.19337016574585636,0.6740331491712708,0.13259668508287292,1,1,1
251,11.721,6.885208275545383,4.926948247949772,25.100247419162187,Low,2,2,1,58,56,1,3.7,2.5043478260869567,49610.44,39781.23,91.4,5,115,3,1.0549201679861442,0.7368852649470702,0.4,0.4,0.2,0.5043478260869565,0.48695652173913045,0.008695652173913044,1,1,1
263,0.01,0.13750352374993502,0.13750352374993502,100,High,1,1,2,1,2,10,3.7,3.6923076923076925,773.88,506,8354.48,4,13,3,1.0397207708399179,0.6870920273799715,0.25,0.25,0.5,0.07692307692307693,0.15384615384615385,0.7692307692307693,1,1,1
211,0.62,2.84799690655495,1.263034405833794,22.580645161290324,Low,1,4,3,2,14,6,3.8,3.1818181818181817,1547.76,3209.26,1568.08,8,22,3,0.9743147528693494,0.8599672810355049,0.125,0.5,0.375,0.09090909090909091,0.6363636363636364,0.2727272727272727,1,1,1
237,0.13,1.2016338611696504,1,76.92307692307693,High,0,5,2,0,25,2,3.8,3.074074074074074,0,4447.92,550.23,7,27,2,0.5982695885852573,0.2640520518256287,0,0.7142857142857143,0.2857142857142857,0,0.9259259259259259,0.07407407407407407,0,1,1
238,4.162,5.413458688007979,2.5897634869849773,12.061508889956752,Low,0,6,4,0,10,5,3.8,3.3333333333333335,0,2955.5,4467.9400000000005,10,15,2,0.6730116670092565,0.6365141682948128,0,0.6,0.4,0,0.6666666666666666,0.3333333333333333,0,1,1
262,3.004,4.956056652412403,2.895302621333306,21.438082556591212,Low,0,4,1,0,21,1,3.8,3.0454545454545454,0,3664.76,84.37,5,22,2,0.5004024235381879,0.18490739916777568,0,0.8,0.2,0,0.9545454545454546,0.045454545454545456,0,1,1
160,2.3600000000000003,4.620586410451877,3.1043366598147357,32.20338983050847,Medium,4,6,3,59,50,3,4,2.5,125927.52,17718.81,1761.09,13,112,3,1.0579054247036734,0.7946444397964421,0.3076923076923077,0.46153846153846156,0.23076923076923078,0.5267857142857143,0.44642857142857145,0.026785714285714284,1,1,1
162,2.31,4.590961241342599,4.554588851677638,97.4025974025974,High,1,7,4,4,17,4,4,3,620,6192.29,3253.31,12,25,3,0.887694275799104,0.8486765553516089,0.08333333333333333,0.5833333333333334,0.3333333333333333,0.16,0.68,0.16,1,1,1
187,1.5399999999999998,4.035623909730721,2.350497247084133,26.623376623376625,Low,1,4,1,1,13,2,4,3.0625,2610,3767.1,854,6,16,3,0.8675632284814612,0.6019239717322894,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0625,0.8125,0.125,1,1,1
216,0.6599999999999999,2.925999418556223,2.2016338611696504,54.545454545454554,Medium,0,3,1,0,5,1,3.7,3.1666666666666665,0,711,91.4,4,6,2,0.5623351446188083,0.45056120886630463,0,0.75,0.25,0,0.8333333333333334,0.16666666666666666,0,1,1
333,1.969,4.370861740085284,2.1473066987802936,17.420010157440327,Low,0,6,4,0,9,4,4,3.3076923076923075,0,2722.43,2041.71,10,13,2,0.6730116670092565,0.6172417697303416,0,0.6,0.4,0,0.6923076923076923,0.3076923076923077,0,1,1
349,1.25,3.7548875021634687,2.6322682154995127,41.6,Medium,2,11,2,4,116,2,3.8,2.9836065573770494,6767.76,56028.96,550.23,15,122,3,0.7647544195674196,0.22739863511081604,0.13333333333333333,0.7333333333333333,0.13333333333333333,0.03278688524590164,0.9508196721311475,0.01639344262295082,1,1,1
364,1.72,4.185866545311334,1.7224660244710912,13.372093023255816,Low,1,4,0,7,11,0,3.3000000000000003,2.611111111111111,6999.72,3657.82,0,5,18,2,0.5004024235381879,0.6682484776645385,0.2,0.8,0,0.3888888888888889,0.6111111111111112,0,1,1,0
373,0.05,0.5849625007211562,0,0,Low,0,5,0,0,69,0,3.3000000000000003,3,0,12340.25,0,5,69,1,0,0,0,1,0,0,1,0,0,1,0
56,3.169,5.0307774719925415,3.085764553778314,23.63521615651625,Low,0,8,6,0,34,13,4,3.276595744680851,0,12820.49,6394.74,14,47,2,0.6829081047004717,0.5897093148175168,0,0.5714285714285714,0.42857142857142855,0,0.723404255319149,0.2765957446808511,0,1,1
94,4.3,5.459431618637297,4.882643049361842,66.27906976744187,Medium,3,7,5,99,239,7,3.8,2.7333333333333334,213683.72,47421.77,2647.83,15,345,3,1.0437570363314084,0.6916226050941346,0.2,0.4666666666666667,0.3333333333333333,0.28695652173913044,0.6927536231884058,0.020289855072463767,1,1,1
95,3.75,5.266786540694901,5.259272487037594,99.46666666666668,High,1,6,5,2,15,8,4,3.24,1547.76,6920.63,6593.32,12,25,3,0.9184277849930976,0.8731726364245317,0.08333333333333333,0.5,0.4166666666666667,0.08,0.6,0.32,1,1,1
138,2.02,4.405992359675837,2.350497247084133,20.297029702970296,Low,0,6,4,0,16,5,4,3.238095238095238,0,4195.28,1954.46,10,21,2,0.6730116670092565,0.5488743844849944,0,0.6,0.4,0,0.7619047619047619,0.23809523809523808,0,1,1
142,1.061,3.5372960670908418,1.9448584458075389,26.861451460885956,Low,0,5,2,0,8,2,4,3.2,0,2154,458.09,7,10,2,0.5982695885852573,0.5004024235381879,0,0.7142857142857143,0.2857142857142857,0,0.8,0.2,0,1,1
165,3.262,5.071247819461442,3.9457949567400608,44.17535254445126,Medium,0,6,1,0,24,1,3.5999999999999996,3.04,0,6272.46,1303,7,25,2,0.410116318288409,0.167944147734173,0,0.8571428571428571,0.14285714285714285,0,0.96,0.04,0,1,1
98,4.277,5.451870478864323,3.708187236020709,28.22071545475801,Low,5,6,8,30,17,13,4,2.716666666666667,24740.8,3564.34,9065.1,19,60,3,1.0795295733255186,1.0352630631250954,0.2631578947368421,0.3157894736842105,0.42105263157894735,0.5,0.2833333333333333,0.21666666666666667,1,1,1
99,3.37,5.116863757690899,3.6241008946281146,33.62017804154303,Medium,1,6,4,1,12,5,4,3.2222222222222223,155,3232.1,2414.52,11,18,3,0.9164648855394713,0.7867012379169144,0.09090909090909091,0.5454545454545454,0.36363636363636365,0.05555555555555555,0.6666666666666666,0.2777777777777778,1,1,1
124,2.077,4.444269502413482,3.979110755015786,71.11218103033221,High,2,5,1,5,12,6,4,3.0434782608695654,2012.76,3567,2562,8,23,3,0.9002560512685369,1.0217278604945916,0.25,0.625,0.125,0.21739130434782608,0.5217391304347826,0.2608695652173913,1,1,1
277,13.59,7.096978636370538,4.972692654004264,22.36938925680648,Low,0,4,1,0,20,1,3.9,3.0476190476190474,0,9025.63,2528.97,5,21,2,0.5004024235381879,0.19144408195771734,0,0.8,0.2,0,0.9523809523809523,0.047619047619047616,0,1,1
319,22.2,7.800899899920305,6.126601235157297,31.02252252252252,Medium,8,14,10,8,14,10,4,3.0625,8575.78,11212.7,5940.62,32,32,3,1.0717300941124526,1.0717300941124526,0.25,0.4375,0.3125,0.25,0.4375,0.3125,1,1,1
320,8.206,6.37608196665007,4.125981653854716,20.05849378503534,Low,3,7,8,20,18,36,4,3.2162162162162162,13230.57,3382.15,43125.32,18,74,3,1.0263306332944864,1.0480107837767272,0.16666666666666666,0.3888888888888889,0.4444444444444444,0.2702702702702703,0.24324324324324326,0.4864864864864865,1,1,1
366,1.7200000000000002,4.185866545311334,2.169925001442312,20.348837209302324,Low,0,5,0,0,6,0,3.4000000000000004,3,0,1154,0,5,6,1,0,0,0,1,0,0,1,0,0,1,0
367,3.12,5.008988783227255,3.292781749227846,28.205128205128204,Low,4,7,1,97,16,1,4,2.1578947368421053,181540.87,7870.36,427,12,114,3,0.887694275799104,0.45454595303778816,0.3333333333333333,0.5833333333333334,0.08333333333333333,0.8508771929824561,0.14035087719298245,0.008771929824561403,1,1,1
23,4.763999999999999,5.604071323668861,5.4705368650925825,90.97397145256087,High,3,5,6,22,38,15,4,2.9066666666666667,13532.76,15350.4,5654.25,14,75,3,1.060944240790747,1.0261286327360604,0.21428571428571427,0.35714285714285715,0.42857142857142855,0.29333333333333333,0.5066666666666667,0.2,1,1,1
2,35.109,8.45980044237968,8.094816663098147,77.58409524623315,High,3,4,7,27,12,20,4,2.8813559322033897,14598.6,3064.26,14588.6,14,59,3,1.0346012329101812,1.0483659074539786,0.21428571428571427,0.2857142857142857,0.5,0.4576271186440678,0.2033898305084746,0.3389830508474576,1,1,1
14,3.5340000000000003,5.183486514459391,5.126807703142035,96.03848330503678,High,3,4,4,12,7,12,3.8,3,6428.49,2151.46,8041.73,11,31,3,1.0900596587107838,1.0707894419593655,0.2727272727272727,0.36363636363636365,0.36363636363636365,0.3870967741935484,0.22580645161290322,0.3870967741935484,1,1,1
117,3.68,5.24031432933371,2.963474123974886,18.47826086956522,Low,0,7,4,0,12,4,3.9,3.25,0,8923.46,3185.01,11,16,2,0.6554817739013927,0.5623351446188083,0,0.6363636363636364,0.36363636363636365,0,0.75,0.25,0,1,1
144,1.87,4.300123724569014,2.292781749227846,20.855614973262032,Low,0,8,4,0,228,10,4,3.042016806722689,0,99616.3,8066.44,12,238,2,0.6365141682948128,0.17430153782461352,0,0.6666666666666666,0.3333333333333333,0,0.957983193277311,0.04201680672268908,0,1,1
170,2.351,4.615298579092115,2.7527485914071335,24.415142492556356,Low,5,1,1,20,170,6,4,2.9285714285714284,15196.94,121910.4,2562,7,196,3,0.796311640173813,0.46305886032749355,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.10204081632653061,0.8673469387755102,0.030612244897959183,1,1,1
78,5.622,5.838447592548458,4.3377110921282895,34.187122020633225,Medium,3,6,5,16,8,17,4,3.024390243902439,11447.74,3613.63,11969.89,14,41,3,1.060944240790747,1.051094536503555,0.21428571428571427,0.42857142857142855,0.35714285714285715,0.3902439024390244,0.1951219512195122,0.4146341463414634,1,1,1
412,2.03,4.412781525338476,2.7865963618908065,29.064039408867,Low,0,12,1,0,29,2,3.5,3.064516129032258,0,9391.39,332.24,13,31,2,0.2711893730418441,0.23921709381651282,0,0.9230769230769231,0.07692307692307693,0,0.9354838709677419,0.06451612903225806,0,1,1
421,4.83,5.623515741490549,3.4489009511451276,20.538302277432713,Low,1,3,2,15,7,10,4,2.84375,39150,1370.99,5323.0599999999995,6,32,3,1.0114042647073518,1.0511116843665764,0.16666666666666666,0.5,0.3333333333333333,0.46875,0.21875,0.3125,1,1,1
429,2.136,4.482848283068465,2.937344392150232,31.179775280898873,Medium,0,4,3,0,50,5,4,3.090909090909091,0,25519.39,1831.23,7,55,2,0.6829081047004717,0.30463609734923813,0,0.5714285714285714,0.42857142857142855,0,0.9090909090909091,0.09090909090909091,0,1,1
382,3.02,4.963474123974886,4.185866545311334,56.95364238410596,Medium,1,14,5,16,147,8,4,2.953216374269006,5470.24,51760.45,8209.62,20,171,3,0.7460326647147849,0.4949352398608503,0.05,0.7,0.25,0.0935672514619883,0.8596491228070176,0.04678362573099415,1,1,1
423,0.5720000000000001,2.748461233004036,2.3132458517875616,69.4055944055944,Medium,1,9,1,15,26,1,3.8,2.6666666666666665,14999.4,5265,84.37,11,42,3,0.6001660731596457,0.7535919276859472,0.09090909090909091,0.8181818181818182,0.09090909090909091,0.35714285714285715,0.6190476190476191,0.023809523809523808,1,1,1
163,3.86,5.307428525192248,3.5969351423872324,28.756476683937827,Low,0,4,9,0,9,10,4,3.526315789473684,0,3106.61,7743.91,13,19,2,0.6172417697303416,0.6917614988524178,0,0.3076923076923077,0.6923076923076923,0,0.47368421052631576,0.5263157894736842,0,1,1
194,4.052,5.375734538583156,3.526068811667588,25.962487660414613,Low,3,3,2,37,4,3,4,2.227272727272727,76119.12,881.63,1918.48,8,44,3,1.0821955300387673,0.5468037912291658,0.375,0.375,0.25,0.8409090909090909,0.09090909090909091,0.06818181818181818,1,1,1
219,1.41,3.916476644437717,1.8875252707415875,19.148936170212767,Low,0,5,3,0,15,5,3.7,3.25,0,3682,446.48,8,20,2,0.6615632381579821,0.5623351446188083,0,0.625,0.375,0,0.75,0.25,0,1,1
291,1.064,3.541019153133559,2.250961573533219,35.338345864661655,Medium,0,6,5,0,29,5,4,3.1470588235294117,0,9770.08,1615.29,11,34,2,0.6890092384766586,0.4175732119168012,0,0.5454545454545454,0.45454545454545453,0,0.8529411764705882,0.14705882352941177,0,1,1
292,0.159,1.372952097911829,1.372952097911829,100,High,0,2,1,0,7,1,3.5999999999999996,3.125,0,3337,871.33,3,8,2,0.6365141682948128,0.37677016125643675,0,0.6666666666666666,0.3333333333333333,0,0.875,0.125,0,1,1
221,4.314,5.46401472450489,3.871843648509318,31.617987946221604,Medium,1,6,3,4,15,6,3.9,3.08,3095.52,3220.67,11271.759999999998,10,25,3,0.8979457248567798,0.9422163338129591,0.1,0.6,0.3,0.16,0.6,0.24,1,1,1
280,3.7,5.247927513443585,3.6322682154995127,30.810810810810807,Medium,0,7,4,0,29,4,4,3.121212121212121,0,8193.97,4602.15,11,33,2,0.6554817739013927,0.3693331216456527,0,0.6363636363636364,0.36363636363636365,0,0.8787878787878788,0.12121212121212122,0,1,1
285,4.08,5.38543103719352,4.722466024471091,62.25490196078432,Medium,3,5,3,6,14,7,4,3.037037037037037,4622.76,5206.69,4287.4,11,27,3,1.0670895187820832,1.0247727743980646,0.2727272727272727,0.45454545454545453,0.2727272727272727,0.2222222222222222,0.5185185185185185,0.25925925925925924,1,1,1
198,7.83,6.309248960816616,5.491853096329675,56.1941251596424,Medium,5,4,4,249,227,5,4,2.492723492723493,325792.27,157766.77,2856.66,13,481,3,1.0928305535284886,0.7426934348663411,0.38461538461538464,0.3076923076923077,0.3076923076923077,0.5176715176715176,0.47193347193347196,0.010395010395010396,1,1,1
306,37.13,8.540321805964151,4.357552004618084,5.251817936978184,Low,2,9,6,17,34,12,4,2.9206349206349205,16154.36,10662.77,4703.84,17,63,3,0.9560443809671457,1.0021860837984984,0.11764705882352941,0.5294117647058824,0.35294117647058826,0.2698412698412698,0.5396825396825397,0.19047619047619047,1,1,1
105,3.405,5.131342539123261,2.6205864104518777,15.124816446402347,Low,0,3,2,0,14,3,3.8,3.176470588235294,0,2133,334.86,5,17,2,0.6730116670092565,0.4659992569610426,0,0.6,0.4,0,0.8235294117647058,0.17647058823529413,0,1,1
129,4.297000000000001,5.4584476274379226,3.9136075118230993,32.743774726553404,Medium,0,3,5,0,52,11,3.8,3.1746031746031744,0,9304.63,4438.54,8,63,2,0.6615632381579821,0.4631105777087343,0,0.375,0.625,0,0.8253968253968254,0.1746031746031746,0,1,1
181,6.54,6.053111336459563,4.478971805032942,32.56880733944954,Medium,1,4,2,1,4,2,3.9,3.142857142857143,773.88,821.63,2620.37,7,7,3,0.9556998911125343,0.9556998911125343,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.2857142857142857,1,1,1
281,2.433,4.662775171937776,3.748461233004035,51.13029182079737,Medium,6,4,2,110,47,6,4,2.361963190184049,177124.68,27163.11,2226.4,12,163,3,1.0114042647073518,0.7455272907889288,0.5,0.3333333333333333,0.16666666666666666,0.6748466257668712,0.2883435582822086,0.03680981595092025,1,1,1
